,annual_income,age,employment_years,debt_to_income,credit_score,credit_utilization,num_open_accounts,num_credit_inquiries,loan_amount,interest_rate,loan_term_months,home_ownership,months_since_delinquency,total_credit_lines,revolving_balance,savings_balance,payment_history_score,num_dependents,previous_defaults,monthly_installment
3612,63908.45,33.0,2.9,0.0572,529.0,0.2171,8,3,8743.14,11.51,36,0,24.0,8,801.15,2523.85,79.0,1,0,288.36
3613,42127.74,51.0,2.6,0.1828,652.0,0.3248,6,1,5553.71,14.53,12,0,0.0,10,7093.66,1041.95,90.8,1,0,500.04
3614,28300.09,24.0,0.5,0.1954,720.0,0.4383,7,4,17959.77,7.63,60,0,0.0,11,4989.46,1370.78,76.8,0,0,360.99
3615,72333.68,34.0,4.1,0.0628,674.0,0.049,3,6,11312.05,7.48,36,0,0.0,6,1345.57,2267.17,85.0,0,0,351.77
3616,28658.73,28.0,2.0,0.0565,839.0,0.7513,4,4,5463.29,6.51,48,1,0.0,6,272.32,1115.76,100.0,2,0,129.59
3617,40029.19,43.0,3.0,0.1985,718.0,0.0673,8,2,14925.7,4.77,24,1,0.0,13,449.5,128.24,93.5,1,0,653.27
3618,26233.12,57.0,2.9,0.0816,688.0,0.1916,9,2,5543.33,6.95,60,0,9.0,11,3435.33,338.95,82.6,1,0,109.63
3619,89105.79,39.0,1.8,0.0611,665.0,0.2522,6,2,13848.34,10.46,36,0,9.0,8,183.35,374.99,86.7,1,0,449.84
3620,56945.34,57.0,8.0,0.0853,618.0,0.2601,10,4,11383.94,9.8,36,1,0.0,11,1918.15,747.19,100.0,1,0,366.26
3621,61597.23,55.0,4.6,0.1841,742.0,0.0561,4,4,16370.67,9.46,24,0,0.0,6,9670.24,3291.35,84.1,0,0,751.35
3622,64868.58,63.0,3.9,0.0331,598.0,0.1615,9,1,5430.47,5.57,36,0,27.0,12,735.67,899.46,88.5,0,0,164.15
3623,15935.16,59.0,3.0,0.1198,709.0,0.2816,5,2,5004.27,7.41,36,0,0.0,7,179.62,617.02,56.8,2,1,155.46
3624,44411.1,61.0,22.0,0.1249,758.0,0.194,6,0,14454.62,8.68,36,0,14.0,10,242.28,3000.72,86.6,2,0,457.5
3625,22440.63,65.0,6.0,0.2474,672.0,0.3288,8,2,14342.24,9.7,36,1,39.0,9,90.93,190.61,76.7,1,0,460.77
3626,36453.75,32.0,4.1,0.1077,544.0,0.2599,6,3,9836.43,10.75,36,1,0.0,10,307.58,1454.16,93.3,0,0,320.87
3627,62191.88,64.0,5.0,0.0768,795.0,0.0881,4,2,12465.66,7.06,36,0,0.0,5,638.07,13755.34,43.8,1,1,385.25
3628,63045.27,36.0,4.3,0.0664,650.0,0.3106,7,2,10909.27,8.59,36,0,0.0,13,212.32,301.01,91.1,3,0,344.83
3629,88879.85,51.0,15.6,0.0713,660.0,0.2139,10,2,13646.85,5.53,36,0,0.0,16,5805.71,674.21,89.5,3,0,412.26
3630,22258.24,45.0,7.6,0.1081,721.0,0.2508,3,1,9494.58,7.72,60,1,0.0,6,462.52,1743.78,59.1,2,0,191.25
3631,17385.76,42.0,1.7,0.3843,706.0,0.2495,8,3,12376.46,5.84,24,0,12.0,10,453.74,630.72,90.0,0,0,547.64
3632,45172.04,50.0,7.2,0.0322,758.0,0.2089,7,1,5086.88,9.51,60,1,0.0,9,708.55,1765.87,96.9,0,0,106.86
3633,63574.85,35.0,9.7,0.0924,629.0,0.065,6,1,14041.1,12.69,36,0,0.0,9,931.88,970.19,69.4,1,0,471.01
3634,76967.69,26.0,1.3,0.1078,721.0,0.4798,7,1,21368.64,7.91,36,0,0.0,11,1134.1,2201.49,68.0,1,0,668.73
3635,90005.4,46.0,3.7,0.0326,623.0,0.4108,2,3,8878.76,8.86,60,0,1.0,7,3026.03,3363.36,62.9,2,0,183.71
3636,37320.97,49.0,6.7,0.1517,752.0,0.2665,6,1,9397.81,8.91,24,0,4.0,6,2147.39,1334.24,76.8,3,0,428.95
3637,22968.79,39.0,8.5,0.1183,578.0,0.1514,5,1,4054.24,10.83,36,1,10.0,7,4706.0,449.07,92.4,0,0,132.4
3638,31287.99,48.0,7.4,0.0939,667.0,0.2126,3,1,9320.07,10.73,48,0,3.0,7,259.06,1106.46,62.1,0,1,239.66
3639,46239.04,30.0,2.5,0.0454,658.0,0.3726,5,4,4924.79,7.53,48,0,22.0,9,2785.84,619.91,88.3,1,0,119.14
3640,94107.9,28.0,4.5,0.0672,712.0,0.4673,4,3,15119.72,8.8,36,0,10.0,8,2378.14,2249.66,77.9,1,0,479.4
3641,24673.55,48.0,3.1,0.081,520.0,0.051,1,6,4974.65,11.52,36,0,14.0,4,124.0,1551.39,76.7,1,0,164.09
3642,55463.29,44.0,4.5,0.0495,642.0,0.0876,6,2,5271.42,8.02,36,1,0.0,9,3170.86,293.95,68.5,0,0,165.24
3643,33217.85,46.0,4.5,0.6442,688.0,0.2613,3,5,20238.54,7.51,12,0,0.0,4,1364.18,376.1,74.6,3,0,1755.94
3644,52310.39,28.0,3.3,0.1403,661.0,0.2833,4,2,12960.82,4.92,24,0,0.0,6,2178.0,301.31,95.5,0,0,568.14
3645,37611.53,26.0,0.5,0.1322,671.0,0.1989,9,4,12408.34,6.97,36,0,0.0,12,1570.42,738.2,76.0,0,0,382.96
3646,62873.01,42.0,2.5,0.0797,809.0,0.0252,2,3,13002.79,8.53,36,1,33.0,4,353.76,262.69,76.7,0,0,410.65
3647,58023.78,51.0,2.6,0.1875,694.0,0.4646,7,1,5683.82,10.77,12,0,43.0,10,20234.72,97.55,73.5,0,0,501.74
3648,49792.1,59.0,3.5,0.1102,558.0,0.145,7,3,11886.89,9.07,36,1,2.0,9,3936.06,448.7,65.7,3,0,378.39
3649,66017.45,59.0,8.5,0.1203,749.0,0.2734,4,4,14880.0,6.22,24,0,9.0,6,29.56,710.78,96.7,4,0,660.97
3650,36075.11,44.0,4.0,0.2273,550.0,0.1953,9,2,21358.77,8.44,36,0,33.0,10,484.89,433.17,64.3,4,0,673.65
3651,14558.34,43.0,2.5,0.3114,680.0,0.5118,3,1,11280.77,12.4,36,0,0.0,6,48.74,752.65,58.0,4,1,376.84
3652,16362.37,62.0,3.7,0.2057,635.0,0.2498,4,0,8683.78,8.17,36,1,10.0,8,383.5,1523.77,86.5,1,0,272.8
3653,14047.96,29.0,3.8,0.1904,597.0,0.0392,7,3,4954.53,7.6,36,1,4.0,11,3429.35,3450.65,75.2,0,0,154.34
3654,27156.79,56.0,14.0,0.3535,696.0,0.1374,5,2,18737.23,10.03,36,1,0.0,10,9760.68,3283.94,70.5,0,0,604.86
3655,54836.07,45.0,4.4,0.057,678.0,0.2627,5,2,12441.13,8.73,60,0,71.0,9,202.74,1486.6,84.3,0,0,256.63
3656,38656.52,57.0,8.3,0.1729,548.0,0.2022,4,0,5881.86,7.05,24,1,103.0,9,14675.12,1587.92,90.9,0,0,263.48
3657,77185.4,54.0,3.1,0.1083,694.0,0.4037,8,4,15485.75,10.69,36,1,0.0,11,9604.78,2366.62,71.0,0,1,504.71
3658,37155.79,50.0,13.7,0.2027,647.0,0.3113,3,1,18188.64,10.08,36,1,0.0,5,1998.69,1431.37,76.0,2,0,587.58
3659,29674.64,47.0,15.2,0.0882,695.0,0.3956,2,3,6458.37,8.65,36,0,7.0,4,687.32,264.27,100.0,0,0,204.32
3660,27044.28,52.0,2.5,0.126,650.0,0.2857,1,1,7188.43,11.14,36,1,0.0,2,2411.76,458.25,82.8,1,0,235.82
3661,60058.93,64.0,10.8,0.0395,774.0,0.0195,4,1,6424.22,6.51,48,0,49.0,6,2263.03,4031.54,56.6,0,0,152.38
3662,63766.58,35.0,3.6,0.0471,617.0,0.3176,4,3,9540.8,9.82,48,0,37.0,10,459.92,1166.13,48.3,1,0,241.16
3663,52744.94,24.0,9.3,0.0772,695.0,0.2178,6,2,15490.92,4.92,60,0,3.0,8,2371.56,1479.44,64.7,1,0,291.77
3664,22477.82,24.0,12.2,0.1477,597.0,0.1385,5,3,6742.94,10.3,36,0,15.0,6,2903.38,283.75,67.5,3,0,218.53
3665,47459.22,56.0,4.1,0.1443,557.0,0.3265,0,1,11893.26,9.4,36,0,5.0,7,9519.25,337.13,92.0,1,0,380.42
3666,41840.22,35.0,5.3,0.0993,778.0,0.1053,2,0,10817.44,5.89,36,0,14.0,3,880.26,1126.08,90.5,0,0,328.55
3667,56087.28,40.0,6.4,0.0486,626.0,0.1134,4,0,4790.45,7.87,24,1,0.0,5,544.26,517.39,62.0,2,0,216.38
3668,49608.2,51.0,9.3,0.1194,664.0,0.5375,6,5,17923.09,10.23,48,1,0.0,7,1853.57,1200.59,86.8,0,0,456.56
3669,20144.49,59.0,3.8,0.22,761.0,0.1571,3,2,7394.26,7.61,24,1,20.0,5,1812.89,327.5,74.2,1,0,333.11
3670,43619.32,37.0,5.4,0.1385,717.0,0.5229,5,3,5111.81,7.1,24,0,10.0,9,13709.13,1159.77,86.2,1,0,229.1
3671,63609.96,43.0,6.9,0.0188,616.0,0.2059,7,0,3649.05,8.36,48,0,0.0,8,501.72,717.55,95.6,2,0,89.7
3672,32778.08,61.0,5.6,0.163,618.0,0.1245,3,3,9398.4,11.31,24,1,0.0,3,292.62,1806.62,85.0,1,0,439.39
3673,9013.33,42.0,4.1,0.6679,610.0,0.4543,5,1,14194.21,9.32,36,0,12.0,10,2408.91,373.61,87.5,2,0,453.49
3674,44610.62,50.0,2.5,0.4476,751.0,0.2288,4,1,35594.28,9.28,24,0,0.0,7,1666.77,5641.36,97.5,0,0,1630.69
3675,17675.96,27.0,6.4,0.2228,742.0,0.344,8,1,11083.12,6.32,60,1,0.0,13,5611.66,252.59,86.4,3,0,215.92
3676,40521.25,62.0,4.1,0.2292,850.0,0.168,5,1,5557.35,11.57,24,0,0.0,5,25678.85,431.13,69.5,0,0,260.49
3677,21957.52,50.0,2.9,0.6274,699.0,0.0361,3,4,13116.48,8.64,12,0,25.0,3,154.18,306.12,37.7,0,1,1144.87
3678,45586.89,22.0,0.9,0.4164,598.0,0.5726,2,3,17074.07,9.2,12,0,0.0,5,4359.08,556.9,59.0,2,1,1494.74
3679,32755.77,27.0,8.3,0.4528,577.0,0.455,10,1,11824.29,9.84,12,0,17.0,13,9860.51,1601.26,85.5,0,0,1038.66
3680,11606.81,32.0,4.7,0.5316,679.0,0.3411,4,2,5621.79,7.31,36,0,29.0,9,16990.17,368.63,74.2,0,0,174.38
3681,144295.72,36.0,1.4,0.0648,744.0,0.5392,3,3,32079.98,7.49,48,0,0.0,8,181.14,6138.48,100.0,2,0,775.51
3682,82863.74,44.0,4.4,0.0631,581.0,0.1575,4,3,7807.15,7.25,24,0,29.0,6,4251.02,1228.75,76.7,4,0,350.43
3683,60153.01,32.0,5.1,0.037,635.0,0.1902,7,2,7080.65,7.46,48,0,48.0,9,724.32,951.41,76.4,2,0,171.07
3684,39888.19,48.0,17.6,0.1185,677.0,0.2905,10,4,10403.96,9.29,48,1,0.0,12,6670.71,5156.55,59.6,2,0,260.34
3685,28623.93,47.0,2.4,0.1963,725.0,0.2886,3,3,12706.95,10.68,60,0,0.0,6,9694.66,6338.73,94.0,1,0,274.26
3686,36698.7,29.0,6.0,0.1326,781.0,0.0367,6,2,11641.95,10.22,36,0,0.0,12,1429.17,577.3,65.7,0,0,376.86
3687,30750.93,45.0,8.1,0.2144,715.0,0.1172,5,2,11704.95,11.34,24,1,0.0,6,95.36,1355.57,92.1,3,0,547.39
3688,39835.36,57.0,3.1,0.0671,609.0,0.274,6,0,9317.34,5.76,48,0,0.0,10,255.41,5520.94,81.5,1,0,217.79
3689,60790.59,35.0,5.0,0.1224,584.0,0.1158,12,1,2921.77,10.36,48,1,0.0,14,27262.04,6182.64,78.9,1,0,74.61
3690,62373.13,54.0,4.6,0.0652,703.0,0.4871,4,7,9160.58,11.6,60,0,4.0,6,6847.3,1216.48,44.5,1,1,201.93
3691,50940.14,48.0,7.1,0.3411,702.0,0.1072,3,1,16523.63,7.84,12,0,44.0,8,586.26,248.56,91.0,3,0,1436.14
3692,45734.75,50.0,4.8,0.1401,546.0,0.2262,3,2,5409.06,8.18,12,1,0.0,8,3153.1,360.74,100.0,1,0,470.98
3693,72482.55,23.0,2.2,0.2264,613.0,0.2272,3,2,15177.29,10.06,12,0,3.0,9,1636.17,2534.35,66.7,2,0,1334.75
3694,56725.45,63.0,9.2,0.1322,583.0,0.4157,7,1,13618.54,7.69,24,0,0.0,8,541.96,629.94,75.7,0,0,614.01
3695,31221.63,32.0,2.0,0.2544,815.0,0.3898,2,2,6927.28,3.99,12,0,9.0,3,3602.42,512.49,73.3,3,0,589.83
3696,56233.46,36.0,26.3,0.0902,611.0,0.2618,3,2,10657.64,8.98,48,0,35.0,6,7869.1,2359.69,77.1,1,0,265.11
3697,26252.27,40.0,3.2,0.1452,711.0,0.41,6,3,5879.52,11.58,48,0,0.0,9,8207.01,1488.17,79.5,1,0,153.62
3698,30725.16,42.0,4.3,0.0724,729.0,0.4435,9,2,6757.65,13.03,48,0,0.0,14,197.03,157.62,84.4,1,0,181.39
3699,52240.71,40.0,1.7,0.0968,757.0,0.1169,6,2,4865.86,4.7,12,1,0.0,9,272.28,165.1,59.7,0,1,415.89
3700,42992.18,56.0,9.5,0.3976,702.0,0.5949,5,7,16474.66,6.84,12,0,0.0,8,17.63,1189.67,66.8,2,0,1424.28
3701,27644.65,29.0,7.5,0.1268,617.0,0.5854,4,4,6224.44,12.42,36,0,22.0,11,4202.15,1359.31,81.3,0,0,207.99
3702,56273.34,52.0,5.1,0.0524,629.0,0.4404,4,2,10271.83,12.91,60,1,1.0,4,618.9,2342.93,70.6,1,0,233.24
3703,23263.57,37.0,6.1,0.1143,616.0,0.21,3,2,5037.18,9.19,48,0,0.0,4,4790.95,629.31,82.1,1,0,125.81
3704,42521.74,36.0,1.3,0.083,675.0,0.2938,4,2,7144.01,7.38,60,1,0.0,8,7571.88,1561.32,66.8,4,0,142.74
3705,93979.95,61.0,4.5,0.1084,753.0,0.0921,12,4,29185.91,7.05,48,0,0.0,16,7455.26,1386.19,69.1,1,0,699.57
3706,44325.95,42.0,3.7,0.1079,743.0,0.1461,6,5,9967.01,7.1,36,0,0.0,8,4520.28,3016.12,87.0,0,0,308.21
3707,62861.43,58.0,4.8,0.0718,745.0,0.2828,2,3,15237.65,6.01,60,0,0.0,5,4062.31,290.62,89.2,1,0,294.66
3708,77721.85,65.0,4.3,0.0904,676.0,0.1837,5,3,6565.51,9.45,12,0,0.0,9,500.03,365.57,56.7,1,0,575.53
3709,19609.55,34.0,3.5,0.3542,784.0,0.3846,4,2,10002.44,11.93,24,0,0.0,7,5414.83,472.17,72.2,3,0,470.52
3710,106626.89,52.0,5.1,0.0445,637.0,0.1972,3,3,12191.25,7.87,48,0,0.0,5,4935.83,4080.84,94.7,0,0,296.88
3711,38823.9,35.0,20.6,0.1128,795.0,0.2683,7,4,14615.99,7.99,48,0,14.0,10,402.4,738.02,83.3,2,0,356.75
3712,42130.92,27.0,5.4,0.0968,587.0,0.1786,6,2,10832.84,7.53,36,1,0.0,9,144.95,1217.85,76.2,0,0,337.12
3713,25602.41,42.0,9.1,0.1702,543.0,0.4786,7,1,11971.82,7.79,48,0,0.0,8,3604.48,3444.49,79.6,0,0,291.09
3714,77181.42,28.0,5.5,0.1834,563.0,0.2167,5,2,38261.16,5.8,36,0,0.0,8,963.34,1944.15,85.9,1,0,1160.51
3715,23016.46,59.0,6.3,0.2995,627.0,0.4625,0,4,11089.16,9.46,24,1,7.0,4,3270.44,509.4,74.8,2,0,508.95
3716,69860.7,29.0,1.1,0.0535,744.0,0.312,8,3,15216.74,6.78,60,0,5.0,10,575.42,363.07,75.4,0,0,299.73
3717,41261.47,48.0,3.8,0.526,704.0,0.1229,1,2,39461.89,6.22,24,0,0.0,4,2781.32,826.33,86.9,0,0,1752.89
3718,26176.29,23.0,0.9,0.0883,694.0,0.527,4,5,4040.4,9.52,24,0,27.0,10,352.78,1154.34,88.4,2,0,185.55
3719,28564.46,47.0,8.3,0.1842,705.0,0.2218,3,2,19683.56,10.02,60,0,0.0,6,1001.04,1402.92,61.7,1,0,418.41
3720,27715.09,62.0,12.6,0.1521,717.0,0.3017,4,0,13487.28,8.63,48,1,0.0,7,906.61,390.13,82.4,2,0,333.27
3721,68528.56,56.0,2.9,0.0892,567.0,0.3361,4,4,15982.97,8.41,36,1,16.0,6,286.68,2019.2,58.4,3,0,503.88
3722,42804.5,30.0,2.6,0.1342,677.0,0.3689,3,3,13902.01,8.44,36,0,0.0,7,2012.76,1194.59,81.1,1,0,438.47
3723,105492.08,60.0,10.5,0.0501,605.0,0.1242,5,0,7363.49,9.85,24,0,0.0,8,5049.52,3000.21,61.9,1,1,339.28
3724,45993.38,48.0,4.4,0.1169,710.0,0.0755,7,2,17044.9,6.69,48,0,0.0,8,2123.39,410.52,74.8,1,0,405.71
3725,44604.86,30.0,6.9,0.1892,722.0,0.3791,7,0,21475.89,10.29,36,0,9.0,10,365.23,679.05,81.0,0,0,695.89
3726,33903.08,41.0,5.8,0.1893,616.0,0.1517,8,1,18303.08,10.18,48,1,0.0,9,3446.43,436.14,73.6,2,0,465.8
3727,22019.56,44.0,10.5,0.1215,538.0,0.6528,5,2,6117.64,12.38,48,1,0.0,5,3038.75,292.15,68.8,2,0,162.24
3728,11529.94,22.0,0.8,0.3002,648.0,0.2924,2,2,6120.03,9.58,24,1,8.0,6,361.9,121.34,85.3,2,0,281.22
3729,71160.64,59.0,10.8,0.1017,644.0,0.4111,3,3,11817.93,9.92,24,1,16.0,6,2908.12,1574.89,73.5,2,0,544.9
3730,53781.46,24.0,2.3,0.0788,712.0,0.1453,6,1,7311.7,8.58,24,0,0.0,8,1023.88,689.89,76.4,0,0,332.63
3731,41918.67,36.0,9.3,0.145,850.0,0.2921,9,4,10476.96,6.91,36,0,0.0,17,9170.69,525.91,60.4,3,0,323.07
3732,22195.61,54.0,2.8,0.2918,682.0,0.064,2,0,14830.12,10.46,36,0,0.0,3,2901.04,253.65,74.0,1,0,481.74
3733,40130.0,55.0,5.7,0.1605,650.0,0.3211,4,6,6590.24,9.0,48,0,0.0,7,18640.85,834.09,93.5,3,0,164.0
3734,31808.67,44.0,7.9,0.0679,724.0,0.2679,2,3,4687.54,8.41,36,0,10.0,8,1613.92,606.29,87.1,0,0,147.78
3735,85946.15,26.0,12.0,0.0511,682.0,0.1093,5,4,14620.82,5.99,60,0,0.0,8,4175.22,702.03,68.5,1,1,282.59
3736,58262.43,37.0,6.6,0.1197,730.0,0.4747,3,1,25273.28,8.75,60,1,0.0,4,2981.45,208.47,78.5,3,0,521.57
3737,23242.5,56.0,4.7,0.103,781.0,0.345,5,1,4043.73,5.72,60,1,0.0,8,6091.76,600.03,90.6,0,0,77.65
3738,39014.3,63.0,5.3,0.155,612.0,0.5749,4,0,19229.49,11.08,48,0,0.0,8,308.3,2506.24,76.3,3,1,497.74
3739,87390.2,30.0,7.4,0.0222,670.0,0.1534,5,4,4246.6,7.51,36,0,0.0,7,1459.73,1158.33,62.4,1,1,132.12
3740,29006.52,28.0,6.1,0.0664,720.0,0.4217,2,0,5932.76,8.24,48,0,0.0,6,754.77,716.13,86.8,0,0,145.51
3741,96239.6,55.0,6.3,0.058,632.0,0.207,1,2,8150.45,6.21,36,1,0.0,4,10805.86,1646.43,76.8,0,0,248.73
3742,34454.1,48.0,2.6,0.2233,717.0,0.3923,3,2,14127.08,7.5,24,0,0.0,6,273.58,6299.05,76.0,0,0,635.71
3743,77672.08,61.0,7.3,0.0494,754.0,0.347,7,2,4312.8,10.21,24,1,0.0,11,6008.17,12685.89,71.9,1,0,199.43
3744,12803.38,33.0,2.1,0.3469,616.0,0.1808,3,1,10937.72,7.07,36,0,0.0,6,1601.28,1079.69,62.0,1,0,338.08
3745,58905.42,29.0,3.0,0.1522,774.0,0.4813,6,2,22537.31,5.64,36,1,43.0,9,3262.61,5583.0,60.5,2,0,681.96
3746,15504.26,47.0,8.8,0.2885,721.0,0.1951,2,6,4074.41,8.88,12,1,3.0,2,833.37,550.06,83.4,1,0,356.09
3747,67821.9,64.0,5.9,0.04,850.0,0.332,3,1,5173.07,7.2,36,0,0.0,4,3287.73,2399.38,72.8,1,0,160.2
3748,62812.15,36.0,2.8,0.1529,683.0,0.3193,11,3,12765.57,10.87,24,0,69.0,16,10315.07,2116.02,87.4,1,0,594.21
3749,54022.18,40.0,4.8,0.2335,734.0,0.4483,6,0,22760.67,8.9,24,1,16.0,9,611.56,1076.16,66.9,3,0,1038.77
3750,10851.76,46.0,2.1,0.5046,733.0,0.4025,5,1,9966.27,6.75,24,1,12.0,5,562.88,11077.03,93.7,1,0,445.09
3751,19506.04,23.0,0.8,0.2521,756.0,0.3862,5,6,10944.11,5.23,36,0,2.0,6,4036.4,719.81,89.2,2,0,329.14
3752,47021.31,54.0,3.0,0.1541,653.0,0.0635,5,3,18104.1,9.04,36,0,0.0,5,1396.65,707.74,86.7,1,0,576.04
3753,36202.08,33.0,3.5,0.1383,648.0,0.3213,6,2,11427.77,8.69,36,0,0.0,9,2776.2,309.05,88.4,0,0,361.75
3754,19776.79,56.0,3.3,0.3292,617.0,0.4214,7,1,11504.47,8.85,24,0,51.0,11,883.78,873.79,60.7,1,0,524.79
3755,24240.65,42.0,4.5,0.0746,601.0,0.1223,4,1,3690.2,9.04,36,1,23.0,7,1662.28,2364.67,79.4,1,0,117.42
3756,30685.13,43.0,6.1,0.3932,519.0,0.2155,4,4,19946.5,12.88,24,0,51.0,9,2910.9,816.36,76.1,1,0,947.17
3757,72592.53,48.0,3.6,0.0898,666.0,0.2439,4,3,5307.75,5.14,12,0,5.0,6,4417.21,516.23,75.9,1,0,454.72
3758,43731.84,34.0,2.1,0.1228,746.0,0.2245,4,2,11475.68,5.47,36,0,0.0,7,5058.17,1574.72,97.0,1,0,346.36
3759,27561.41,54.0,4.2,0.1688,577.0,0.3868,6,0,6256.04,7.92,24,0,7.0,9,5243.3,1263.17,80.1,2,0,282.72
3760,33315.15,61.0,8.1,0.1512,673.0,0.0956,2,2,10606.5,10.4,36,1,0.0,4,3773.33,862.92,88.7,0,0,344.24
3761,148054.99,34.0,9.7,0.0337,842.0,0.4622,3,4,8981.06,9.29,24,0,0.0,7,196.24,572.63,100.0,5,0,411.49
3762,49557.89,62.0,25.1,0.0981,624.0,0.2217,3,6,13129.47,9.72,60,0,0.0,7,6396.11,161.83,77.0,1,0,277.16
3763,14936.71,33.0,9.7,0.203,571.0,0.3965,5,1,5950.11,9.01,36,1,36.0,6,3170.0,793.47,74.7,1,0,189.24
3764,38251.71,32.0,4.5,0.1287,824.0,0.0859,8,3,8928.98,8.61,24,0,24.0,11,192.5,2366.95,75.8,1,0,406.32
3765,46843.6,62.0,5.8,0.2063,756.0,0.0959,10,3,17680.35,8.27,24,1,24.0,15,185.11,5149.18,56.3,2,1,801.81
3766,67416.87,26.0,3.1,0.0505,753.0,0.2391,8,3,11721.7,7.46,48,0,0.0,11,29.43,140.8,65.2,1,0,283.2
3767,22268.8,50.0,3.2,0.1716,850.0,0.3768,4,2,9097.35,5.07,36,0,2.0,9,2277.07,1756.34,87.1,1,0,272.94
3768,56399.31,50.0,8.3,0.0329,553.0,0.0893,4,3,6314.17,7.19,48,0,0.0,9,145.26,537.22,83.9,0,0,151.76
3769,43670.29,61.0,7.5,0.0821,808.0,0.2574,4,1,5939.71,9.56,36,0,4.0,7,5415.29,499.26,34.5,1,1,190.43
3770,53131.34,44.0,6.4,0.2672,600.0,0.6779,6,0,13558.97,8.35,12,0,3.0,7,69.58,562.02,64.9,1,0,1181.67
3771,65747.86,53.0,3.2,0.0862,642.0,0.4037,5,1,13636.77,9.75,36,0,20.0,8,1697.03,4555.89,64.1,0,0,438.42
3772,105847.71,56.0,3.7,0.0537,750.0,0.1623,9,0,22075.23,8.32,60,0,14.0,10,1126.3,1094.69,48.2,0,1,450.99
3773,53526.1,37.0,17.3,0.1595,689.0,0.5405,8,3,19303.39,8.09,36,1,0.0,9,5283.39,329.73,78.3,1,0,605.7
3774,51139.93,53.0,14.1,0.0426,704.0,0.0369,3,2,8987.93,7.29,60,0,31.0,5,112.23,289.81,64.8,2,0,179.2
3775,38540.28,35.0,2.7,0.1751,786.0,0.2504,5,4,11349.74,8.37,36,0,32.0,7,10240.02,1155.89,81.0,1,0,357.6
3776,91512.32,61.0,4.2,0.1324,608.0,0.2433,8,2,10698.35,6.43,12,0,0.0,8,4349.52,2497.33,96.8,4,0,922.88
3777,61224.33,52.0,6.6,0.192,715.0,0.314,5,0,22618.86,9.48,36,0,0.0,7,12774.36,1274.13,77.4,1,0,724.34
3778,32115.36,59.0,3.7,0.161,738.0,0.0936,4,3,5509.45,6.81,24,1,0.0,9,9233.12,514.02,70.3,2,0,246.2
3779,30329.69,27.0,0.8,0.0698,699.0,0.409,6,0,3786.94,5.52,36,0,6.0,8,3098.25,350.38,81.9,0,0,114.38
3780,56589.68,59.0,13.5,0.0408,662.0,0.2134,4,6,8202.97,13.62,60,1,2.0,6,150.84,1790.57,37.3,1,1,189.26
3781,107871.29,61.0,8.4,0.0676,563.0,0.4279,7,3,12923.57,11.19,60,0,0.0,7,16287.16,384.79,62.9,1,0,282.22
3782,19296.66,23.0,1.1,0.3154,644.0,0.3447,6,2,9839.79,8.3,60,0,0.0,14,15313.32,460.65,65.0,0,0,200.93
3783,23934.64,27.0,2.7,0.1004,708.0,0.2946,5,2,4474.85,5.0,48,1,0.0,7,4864.37,571.09,88.2,1,0,103.05
3784,36123.6,42.0,2.3,0.2347,850.0,0.2701,3,3,13810.15,12.04,24,0,26.0,9,2801.48,2668.82,69.9,2,0,650.35
3785,17949.09,34.0,2.0,0.0797,565.0,0.2682,9,6,3759.31,11.23,48,0,0.0,13,1082.0,2159.57,73.5,2,1,97.58
3786,58363.65,53.0,10.2,0.1046,651.0,0.3412,5,2,10807.32,12.26,36,0,0.0,8,7426.59,8058.37,93.8,0,0,360.3
3787,29879.39,55.0,20.5,0.4383,638.0,0.3507,7,1,9899.88,9.54,12,1,0.0,8,11151.22,577.79,75.0,3,0,868.24
3788,72555.78,62.0,5.4,0.0607,555.0,0.2141,5,4,10272.28,6.74,36,1,0.0,7,2556.03,981.54,78.9,1,0,315.96
3789,80001.18,42.0,9.9,0.0959,660.0,0.297,3,4,19660.46,8.71,36,0,16.0,5,846.07,149.62,71.3,1,0,622.55
3790,35275.91,53.0,3.3,0.0506,807.0,0.4572,8,4,5853.09,7.32,48,0,0.0,12,388.49,1334.91,58.0,2,0,141.03
3791,20678.44,23.0,0.6,0.3279,548.0,0.3774,6,4,25454.12,9.41,60,0,4.0,8,1581.51,1775.89,73.5,0,0,533.47
3792,72206.56,27.0,4.0,0.039,753.0,0.1256,6,1,7349.1,6.94,36,1,0.0,10,403.81,1773.55,53.8,2,1,226.72
3793,50420.44,44.0,3.3,0.2266,736.0,0.4119,7,2,29786.85,8.92,36,0,0.0,9,290.9,2366.59,69.1,0,0,946.11
3794,26581.77,39.0,2.7,0.3041,594.0,0.2489,9,2,16616.6,10.5,36,0,0.0,13,6678.24,343.02,64.6,2,0,540.08
3795,31307.62,45.0,3.9,0.1173,683.0,0.2425,4,3,13519.03,6.26,60,0,0.0,8,2150.97,194.11,67.5,1,0,263.0
3796,77649.07,65.0,3.9,0.0998,773.0,0.2106,4,0,18325.3,9.16,36,0,0.0,6,3068.85,3709.32,72.6,1,0,584.11
3797,15015.29,27.0,2.0,0.4198,698.0,0.1474,9,0,8503.77,9.38,48,0,0.0,16,15603.69,1183.44,76.5,0,0,213.15
3798,77937.98,53.0,2.6,0.0843,689.0,0.0984,2,0,22796.57,8.39,60,1,0.0,6,4037.47,2439.23,62.2,0,0,466.5
